image_path,breed,breed_id,split,image_width,image_height,bbox_x,bbox_y,bbox_width,bbox_height,source_dataset
Images/n02085620-Chihuahua/n02085620_3677.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,67,24,432,284,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_368.jpg,Chihuahua,n02085620-Chihuahua,train,500,333,155,24,263,292,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_3681.jpg,Chihuahua,n02085620-Chihuahua,train,500,500,128,26,278,416,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_3742.jpg,Chihuahua,n02085620-Chihuahua,test,599,428,72,24,466,384,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_3763.jpg,Chihuahua,n02085620-Chihuahua,train,157,211,6,0,125,131,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_382.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,134,24,227,349,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_3826.jpg,Chihuahua,n02085620-Chihuahua,test,500,333,2,0,452,332,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_3838.jpg,Chihuahua,n02085620-Chihuahua,train,468,344,75,2,274,322,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_3875.jpg,Chihuahua,n02085620-Chihuahua,test,500,333,125,14,215,318,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_3877.jpg,Chihuahua,n02085620-Chihuahua,test,333,500,0,17,331,481,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_3880.jpg,Chihuahua,n02085620-Chihuahua,train,359,500,1,63,280,435,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_3928.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,75,21,324,353,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_3942.jpg,Chihuahua,n02085620-Chihuahua,train,478,500,10,11,430,487,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_3975.jpg,Chihuahua,n02085620-Chihuahua,train,336,500,45,63,229,400,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4016.jpg,Chihuahua,n02085620-Chihuahua,train,640,480,2,8,627,470,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4159.jpg,Chihuahua,n02085620-Chihuahua,test,500,333,167,78,120,241,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4207.jpg,Chihuahua,n02085620-Chihuahua,test,500,333,19,16,445,301,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4266.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,0,0,285,374,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4290.jpg,Chihuahua,n02085620-Chihuahua,train,351,500,36,155,254,303,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_431.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,180,113,207,247,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4441.jpg,Chihuahua,n02085620-Chihuahua,train,375,500,107,110,189,291,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4515.jpg,Chihuahua,n02085620-Chihuahua,train,500,385,94,127,128,200,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4572.jpg,Chihuahua,n02085620-Chihuahua,train,500,405,67,137,155,243,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4602.jpg,Chihuahua,n02085620-Chihuahua,test,3264,2448,1230,416,1311,2025,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4673.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,85,78,215,295,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4700.jpg,Chihuahua,n02085620-Chihuahua,train,375,500,30,32,342,466,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_473.jpg,Chihuahua,n02085620-Chihuahua,train,500,333,173,4,210,238,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_477.jpg,Chihuahua,n02085620-Chihuahua,train,500,334,209,6,243,278,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4814.jpg,Chihuahua,n02085620-Chihuahua,train,239,252,25,19,196,219,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4875.jpg,Chihuahua,n02085620-Chihuahua,train,500,467,17,3,477,454,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4919.jpg,Chihuahua,n02085620-Chihuahua,test,240,206,10,22,170,183,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4951.jpg,Chihuahua,n02085620-Chihuahua,test,500,375,65,27,376,322,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4980.jpg,Chihuahua,n02085620-Chihuahua,train,500,334,153,93,170,112,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_4998.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,129,124,194,250,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_500.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,8,87,424,253,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_5093.jpg,Chihuahua,n02085620-Chihuahua,test,280,420,70,91,160,269,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_5312.jpg,Chihuahua,n02085620-Chihuahua,train,500,374,42,11,457,362,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_5496.jpg,Chihuahua,n02085620-Chihuahua,test,500,333,0,9,284,323,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_5661.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,114,180,139,131,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_5713.jpg,Chihuahua,n02085620-Chihuahua,test,500,405,158,14,324,389,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_574.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,61,65,372,309,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_575.jpg,Chihuahua,n02085620-Chihuahua,train,500,377,112,49,174,278,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_5771.jpg,Chihuahua,n02085620-Chihuahua,train,281,500,124,234,128,137,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_588.jpg,Chihuahua,n02085620-Chihuahua,test,334,500,78,117,243,356,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_5927.jpg,Chihuahua,n02085620-Chihuahua,train,360,300,30,14,206,284,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_6295.jpg,Chihuahua,n02085620-Chihuahua,test,338,500,70,148,109,282,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_6399.jpg,Chihuahua,n02085620-Chihuahua,test,300,225,107,70,128,77,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_6931.jpg,Chihuahua,n02085620-Chihuahua,test,500,333,96,87,284,245,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_7.jpg,Chihuahua,n02085620-Chihuahua,train,250,188,71,1,121,179,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_712.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,98,61,251,264,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_7292.jpg,Chihuahua,n02085620-Chihuahua,train,225,168,69,6,105,133,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_730.jpg,Chihuahua,n02085620-Chihuahua,test,500,375,177,134,170,233,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_735.jpg,Chihuahua,n02085620-Chihuahua,train,223,287,92,71,93,215,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_7436.jpg,Chihuahua,n02085620-Chihuahua,test,375,500,0,25,373,473,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_7440.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,21,0,452,374,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_7613.jpg,Chihuahua,n02085620-Chihuahua,train,500,408,159,119,208,223,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_7700.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,0,0,379,374,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_7738.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,119,103,213,252,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_806.jpg,Chihuahua,n02085620-Chihuahua,test,800,534,189,288,275,195,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_8420.jpg,Chihuahua,n02085620-Chihuahua,train,500,332,53,68,259,181,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_8491.jpg,Chihuahua,n02085620-Chihuahua,train,400,359,17,17,369,325,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_8558.jpg,Chihuahua,n02085620-Chihuahua,train,215,214,49,35,122,119,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_8578.jpg,Chihuahua,n02085620-Chihuahua,test,500,353,62,35,274,288,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_8585.jpg,Chihuahua,n02085620-Chihuahua,train,500,332,125,9,196,258,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_8611.jpg,Chihuahua,n02085620-Chihuahua,train,332,332,105,12,149,254,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_8636.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,45,130,159,132,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_8637.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,143,46,314,255,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_9351.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,139,12,220,315,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_9357.jpg,Chihuahua,n02085620-Chihuahua,train,500,319,63,90,355,158,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_9399.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,149,74,137,175,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_9414.jpg,Chihuahua,n02085620-Chihuahua,train,500,375,42,0,301,281,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_949.jpg,Chihuahua,n02085620-Chihuahua,train,401,363,8,16,366,341,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_952.jpg,Chihuahua,n02085620-Chihuahua,train,416,530,107,29,263,469,Stanford Dogs
Images/n02085620-Chihuahua/n02085620_9654.jpg,Chihuahua,n02085620-Chihuahua,train,461,500,0,36,420,462,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_1059.jpg,Shih Tzu,n02086240-Shih-Tzu,test,333,500,62,33,269,465,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_1078.jpg,Shih Tzu,n02086240-Shih-Tzu,train,333,500,83,153,187,300,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_110.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,375,0,74,445,300,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_11085.jpg,Shih Tzu,n02086240-Shih-Tzu,train,500,375,120,65,210,215,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_11622.jpg,Shih Tzu,n02086240-Shih-Tzu,train,500,375,125,60,181,267,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_1170.jpg,Shih Tzu,n02086240-Shih-Tzu,train,500,375,84,0,331,368,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_11766.jpg,Shih Tzu,n02086240-Shih-Tzu,train,500,334,127,32,244,301,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_11959.jpg,Shih Tzu,n02086240-Shih-Tzu,train,333,500,2,120,314,297,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_12003.jpg,Shih Tzu,n02086240-Shih-Tzu,train,375,500,63,0,310,446,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_12057.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,438,26,25,429,402,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_12314.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,375,144,76,208,225,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_12315.jpg,Shih Tzu,n02086240-Shih-Tzu,train,500,375,32,9,465,359,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_1259.jpg,Shih Tzu,n02086240-Shih-Tzu,train,500,375,155,71,229,284,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_134.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,335,120,14,326,308,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_1445.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,375,145,65,225,309,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_1602.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,375,107,12,392,362,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_1687.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,333,123,3,249,326,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_1690.jpg,Shih Tzu,n02086240-Shih-Tzu,test,320,240,63,27,256,173,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_1779.jpg,Shih Tzu,n02086240-Shih-Tzu,train,500,375,212,119,151,199,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_1843.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,390,30,11,281,293,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_1859.jpg,Shih Tzu,n02086240-Shih-Tzu,train,376,500,57,72,256,379,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_1874.jpg,Shih Tzu,n02086240-Shih-Tzu,train,497,500,160,50,173,366,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_1927.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,375,210,68,140,228,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_1958.jpg,Shih Tzu,n02086240-Shih-Tzu,test,375,500,36,17,337,481,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_2077.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,500,0,35,498,401,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_2113.jpg,Shih Tzu,n02086240-Shih-Tzu,test,375,500,1,31,372,460,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_2211.jpg,Shih Tzu,n02086240-Shih-Tzu,train,360,272,0,36,340,205,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_2335.jpg,Shih Tzu,n02086240-Shih-Tzu,train,500,346,175,21,190,283,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_2526.jpg,Shih Tzu,n02086240-Shih-Tzu,test,300,225,19,9,159,200,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_2710.jpg,Shih Tzu,n02086240-Shih-Tzu,train,500,321,134,63,237,218,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_272.jpg,Shih Tzu,n02086240-Shih-Tzu,train,500,378,112,215,276,141,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_30.jpg,Shih Tzu,n02086240-Shih-Tzu,train,500,375,2,49,497,325,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_3050.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,374,55,14,362,352,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_306.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,357,39,5,253,351,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_3094.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,375,49,58,442,270,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_3186.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,333,79,19,288,313,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_3217.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,375,141,26,316,341,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_323.jpg,Shih Tzu,n02086240-Shih-Tzu,train,500,333,158,39,180,289,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_3254.jpg,Shih Tzu,n02086240-Shih-Tzu,train,500,375,203,14,166,225,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_34.jpg,Shih Tzu,n02086240-Shih-Tzu,train,500,375,95,50,304,324,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_3424.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,375,65,75,349,299,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_3738.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,400,87,77,140,235,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_3802.jpg,Shih Tzu,n02086240-Shih-Tzu,train,394,250,11,2,370,241,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_3814.jpg,Shih Tzu,n02086240-Shih-Tzu,train,375,500,153,121,109,129,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_3827.jpg,Shih Tzu,n02086240-Shih-Tzu,test,500,333,140,48,171,234,Stanford Dogs
Images/n02086240-Shih-Tzu/n02086240_4013.jpg,Shih Tzu,n02086240-Shih-Tzu,train,500,375,136,5,267,282,Stanford Dogs
