image_id,source_dataset,source_path,perceptual_hash,duplicate_group_id,source_label,pawphile_condition_label,pawphile_finding_label,label_type,label_quality,clinical_validation,split,body_region,dog_id,tier,exclusion_reason,erythema,alopecia,crust,scaling,erosion,ulcer,pustule,lichenification,parsed_findings,experimental_split
54677992-b3fc-4cbe-a66d-308912cfedb1,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\bacterial dermatosis\bacterial_383_jpg.rf.42e683948989586a6caf799cc9e23cf9.jpg,98,49419587-c7db-4c07-ac26-f490897e6ad9,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"['erythema', 'pustule', 'crust']",train
286b3a17-78b3-4e86-a052-670344a0696e,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\bacterial dermatosis\bacterial_81_jpg.rf.a7c229fd90687f51af02b46c77d2a007.jpg,1695,8c4749ff-93f5-405a-971f-c9e8229468ee,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"['erythema', 'pustule', 'crust']",train
8ad4dfca-9aa4-4fad-9073-890181f72fc1,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\test\Fungal_infections\FUNGAL-INFECTION_054_jpg.rf.6e668626e590158e3bc98c77cb8cf646.jpg,1528,269f8943-b529-480c-a50c-c3f9384dae78,Fungal_infections,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,test,skin,unknown,C,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"['alopecia', 'scaling']",train
9c14ce95-9e04-4efd-98c9-0ddfbde6c072,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\valid\ringworm\ringworm-57-_jpg.rf.e267ef9ddf745ef9f9c24efa3aaac959.jpg,1244,8bff0da5-a695-492e-a6f9-263cb1743d6f,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"['alopecia', 'scaling']",train
a233416d-80bc-48ab-938d-836dcda6dc26,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\valid\bacterial dermatosis\bacterial17_jpg.rf.4817fd324e30dc9f6295182185e75b3f.jpg,554,70abd9c5-ea5e-4c68-b556-5b6f31840bab,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"['erythema', 'pustule', 'crust']",train
372e09d0-86d3-40e6-8486-160ea88f0fdb,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\hypersensitivity dermatitis\hypersensitivity_20_jpg.rf.aceab92b50f8f150d888ae0d6b8e7d2c.jpg,1672,40363054-fc7d-4068-893f-ad41c7ef413c,hypersensitivity dermatitis,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['erythema', 'lichenification']",train
e404196f-316f-4937-88f7-22506abf78cc,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\test\bacterial dermatosis\bacterial_59_jpg.rf.97e06680cba4af875a3531ac09674331.jpg,1513,93b14dfe-f46d-4f59-9d6a-3a3072dd22b8,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,test,skin,unknown,C,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"['erythema', 'pustule', 'crust']",train
599582de-8958-4e0f-815b-3adc27416952,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\healthy\healthy_52_jpg.rf.93ad3e6393f7cad97987508ceab49113.jpg,1543,d8ff28ce-919a-49d7-bb56-04d35400e747,healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,C,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],train
fecf8df4-db9d-4cbe-8ee3-ef1cb3c35499,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\demodicosis\IMG_5223_jpeg_jpg.rf.a72c06b79b31d3f26fec8ff70776f7a8.jpg,1634,4e27ded6-3115-42be-b172-6548fe1335f4,demodicosis,demodicosis,"[""alopecia"", ""erythema"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"['alopecia', 'erythema', 'crust']",train
be42ff97-d026-48fb-8268-3c9aa7bb83ba,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\bacterial dermatosis\bacterial_288_jpg.rf.208c57a7af09231d9dba1e1ee0e0ec44.jpg,228,ba63cb81-48af-4be9-942a-5fbb85fd4082,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"['erythema', 'pustule', 'crust']",train
4e21daeb-757c-4be9-b24a-d5fae94eb048,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\test\Healthy\HEALTHY_035_jpg.rf.989044cc4f07b2d860cf38666087c0c7.jpg,1267,2e3ba949-0b74-4d19-8efa-fd8fc8bed424,Healthy,healthy,[],disease-level (provisional),research-only,unsupported,test,skin,unknown,C,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],train
b9440e5e-daf5-4e96-8b7f-a4d42c9c305d,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\valid\Dermatitis\1000010652_x16_jpg.rf.035365f7ba651fe9e6f871beb7d9bff4.jpg,1185,5628decf-94d4-4b67-8390-f07b1c34fbc3,Dermatitis,nonspecific dermatitis,"[""erythema"", ""scaling""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"['erythema', 'scaling']",train
c0f5f0d8-db2b-4f36-bd3f-f6695b86b393,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Fungal_infections\pic71_jpg.rf.06b9ef80d78950eeec0888e186c1caa4.jpg,1391,8d7238ef-8a38-4574-b98d-2f80099e61d9,Fungal_infections,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"['alopecia', 'scaling']",train
fdb8e4f1-b443-4f03-9669-d7cb05bf6a50,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\test\healthy\healthy_53_jpg.rf.a618ddb3f02529e47b9d0c96b45b48fd.jpg,621,3cac7ba3-ac86-4064-8158-0940c78b1e8e,healthy,healthy,[],disease-level (provisional),research-only,unsupported,test,skin,unknown,C,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],train
0d27f174-c7c2-4690-aaeb-b75aa8c25ef5,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\valid\demodicosis\P34_png_jpg.rf.61e5a18681a115cb973005a8887301dd.jpg,1295,f3a4fa38-7137-4073-a302-831255ed04cf,demodicosis,demodicosis,"[""alopecia"", ""erythema"", ""crust""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"['alopecia', 'erythema', 'crust']",train
2c6bda56-d064-4874-9b52-329e1b96c6a6,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\test\demodicosis\1-3-_jpg.rf.6e2ab527970a29a42ffb50b571404cf6.jpg,793,3a373408-503e-4856-b932-31f9b25335f6,demodicosis,demodicosis,"[""alopecia"", ""erythema"", ""crust""]",disease-level (provisional),research-only,unsupported,test,skin,unknown,C,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"['alopecia', 'erythema', 'crust']",train
1c129f3a-0a70-4a53-a09d-bcae8fb18236,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\test\Hypersensitivity\1724_jpg.rf.f06d0d11b847d4dd9582cb981c54ed57.jpg,917,4459f554-f9f4-460f-99bd-90881377a589,Hypersensitivity,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,test,skin,unknown,C,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['erythema', 'lichenification']",train
6f9af319-99a1-4a98-8c14-be6b5e7e92c1,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\test\fungal infection\fungal_122_jpg.rf.02abae9695cb7b74de4227ad15e6fe61.jpg,556,5cefbea1-cb67-4e14-913d-ff4e548862b7,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,test,skin,unknown,C,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"['alopecia', 'scaling']",train
79f01f52-a15a-4a09-9db6-a76b4ed9cffa,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\test\ringworm\WIN_20240514_17_29_49_Pro_jpg.rf.50e6385859f0f52f1d6f0c1c4309fce2.jpg,1636,5737922a-c901-4ddc-a244-2938e1c7c01f,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,test,skin,unknown,C,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"['alopecia', 'scaling']",train
2c7445ed-9f92-4ff3-a62a-1ee65790175d,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\test\demodicosis\IMG_5206_jpeg_jpg.rf.fca7e407229ff989de73f12069f80f5c.jpg,1406,2849d2b7-6724-4665-9798-cb27454c7c00,demodicosis,demodicosis,"[""alopecia"", ""erythema"", ""crust""]",disease-level (provisional),research-only,unsupported,test,skin,unknown,C,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"['alopecia', 'erythema', 'crust']",train
44bf180d-522c-48e7-9723-e379f56e306d,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\test\healthy\healthy_143_jpg.rf.c454480341d0a89bba5f7cca4417ee4e.jpg,1517,da9f5f16-145d-4a3e-bf2b-ba80660d25a6,healthy,healthy,[],disease-level (provisional),research-only,unsupported,test,skin,unknown,C,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],train
d1e3067e-c9d9-47f8-8611-64d278810b3a,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\test\hypersensitivity dermatitis\hypersensitivity_192_jpg.rf.6324ef0bbda9bd3cf57679c21ac7603f.jpg,1232,9b3969b5-4fb8-4b43-8418-34e8a37c1962,hypersensitivity dermatitis,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,test,skin,unknown,C,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['erythema', 'lichenification']",train
0f4c65f2-53dd-4911-8897-65f3781f271e,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\test\demodicosis\IMG_5217_jpeg_jpg.rf.4d1095ff3e528c9c8d1a7e58ba699736.jpg,1257,9e4ca729-d240-4990-9737-b61ca5aa0878,demodicosis,demodicosis,"[""alopecia"", ""erythema"", ""crust""]",disease-level (provisional),research-only,unsupported,test,skin,unknown,C,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"['alopecia', 'erythema', 'crust']",train
9b6eb87b-1adf-4528-a72e-01bb5d7a9228,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\bacterial dermatosis\bacterial_264_jpg.rf.2c7845253480db726f667b1ac4a8ea7b.jpg,1443,76140e6f-ff0f-4a65-97a1-3be1cb680992,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"['erythema', 'pustule', 'crust']",train
5c00872d-ac70-4989-984b-16990851749d,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\valid\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01918_jpg.rf.795333fd343d000de00554aac5d11926.jpg,1119,3e35da27-354d-4cb5-bfb4-118b9fb76e9d,Dermatitis,nonspecific dermatitis,"[""erythema"", ""scaling""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"['erythema', 'scaling']",train
0823d6b7-1616-4d64-bb44-e909d2a9fdd2,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\test\demodicosis\IMG_5314_jpeg_jpg.rf.4f059513805fef3e6b04c00e6c523a91.jpg,1457,b61f60ea-6016-472a-9eee-49e6ac7880b3,demodicosis,demodicosis,"[""alopecia"", ""erythema"", ""crust""]",disease-level (provisional),research-only,unsupported,test,skin,unknown,C,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"['alopecia', 'erythema', 'crust']",train
20282d85-1ad9-4887-a09c-50ab458c9792,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\bacterial dermatosis\bacterial_132_jpg.rf.cdca5ad88e397c95cbf36b26b889fd29.jpg,777,b9a62790-fc98-4378-ada2-cef68e4bd43a,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"['erythema', 'pustule', 'crust']",train
a6cede56-ba4e-4c86-91e8-27254d8f7827,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\valid\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00070_jpg.rf.bc1de34506ab995aa6cbdad1f71db8f4.jpg,993,538b7f10-548e-4bd3-a56c-79256acd4c9f,Dermatitis,nonspecific dermatitis,"[""erythema"", ""scaling""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"['erythema', 'scaling']",train
e3489b56-f630-4164-8437-838c78ae0139,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\valid\Dermatitis\83482425_2666988283398175_4819098995697647616_n_jpg.rf.8578c80770d4b22ff3c2705b90115314.jpg,1734,55173794-fb50-416f-829b-82e6b219ce0f,Dermatitis,nonspecific dermatitis,"[""erythema"", ""scaling""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"['erythema', 'scaling']",train
ce658fb7-fdaf-40c9-a8f7-8631decb264e,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\R20_png_jpg.rf.49f89e51b437193fc12a9eb50c2c9fe8.jpg,349,245466a7-adbe-479b-be51-b26cc0b53324,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"['alopecia', 'scaling']",train
2f3b6015-1049-4fa0-9d01-3d56e32bff9f,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\hypersensitivity dermatitis\hypersensitivity_188_jpg.rf.ee074f52f2c1f5669c256a6fc567545b.jpg,1269,88ad6e08-e127-4084-8f5f-dcd07f11b76d,hypersensitivity dermatitis,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['erythema', 'lichenification']",train
22d942f8-dc7c-4d10-ab28-db68a1898373,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\healthy\healthy_381_jpg.rf.78d8c7ea92e14e6a96300494d31973f5.jpg,433,b19453e5-2773-44c5-9639-49282e73f08f,healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,C,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],train
2bd35e23-29af-4b38-abb7-d42bd345633b,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\test\bacterial dermatosis\bacterial15_jpg.rf.58a539981a4ae384c6ce188bb4070593.jpg,265,7fd3c73d-148f-406d-b56c-718c45daead7,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,test,skin,unknown,C,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"['erythema', 'pustule', 'crust']",train
af2d7b40-4549-478b-a21c-4da7e5953e1c,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\valid\ringworm\R34_png_jpg.rf.770242f71d94e94257aafd066916fef3.jpg,1362,fb2b8296-1afe-4f80-9062-ceed54ec7d12,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"['alopecia', 'scaling']",train
d982444c-c6c4-449b-90ae-54aad87fe355,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\test\bacterial dermatosis\bacterial_derm_3_jpg.rf.79e7304a2b89b1d258522682e672cd6b.jpg,889,420e0c26-7c6a-4bb9-b6cd-445772022b88,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,test,skin,unknown,C,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"['erythema', 'pustule', 'crust']",train
67a6f8ec-40a2-45a4-9be5-1047ecf19f3c,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Dermatitis\hotspot-84-_jpg.rf.52dc1dfaf9882b319cf2fbf342ebd049.jpg,792,531cb61e-ed99-4980-a4e4-0158be47bc5b,Dermatitis,nonspecific dermatitis,"[""erythema"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"['erythema', 'scaling']",train
dd0ba070-95a4-4ad7-bfd4-ae4fa7eb68ce,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\valid\hypersensitivity dermatitis\hypersensitivity_100_jpg.rf.dce7fa716fc0919c7612e80a6292de29.jpg,1022,fc50e937-89d1-4871-8317-66f2ec07e610,hypersensitivity dermatitis,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['erythema', 'lichenification']",train
97a141ca-0952-4510-9048-667bafe4ec8d,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\valid\fungal infection\fungal_108_jpg.rf.daa7e3ee6e454c50e19f3537a908bd42.jpg,1359,ddd7def4-c07a-4f82-9ec4-464c6e584e75,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"['alopecia', 'scaling']",train
